,댓글,출처,,,,라벨링
66537,"@눌변 < 해동가 >

--- 상략 ---
스승 교훈敎訓 때 모르고 시행施行할줄 전혀 없고 이제까지 오다가서 이치이자理致二字 못 깨닫고
중로中路로서 생각生覺하다 금禁치 못할 만단의아萬端疑訝 배회로상徘徊路上 생각生覺하니
길은 점점漸漸 멀어지고 집執은 종종種種 생각生覺나서 정녕丁寧이 알자하면 이 걸음을
가지만은 어떨런고. 어떨런고. 한창 의아疑訝 둘 즈음에 문장군蚊將軍이 통기通奇하니
https://ncache.ilbe.com/files/attach/new/20201028/377678/11252187325/11298112005/22567508d126907ae5b029dcf89b0962_11298113688.png
======
蚊 모기 문
1. 모기
모기 문(蚊)으로 굳이 표기한 이유가 뭘까? 모기는 그야말로 기생충으로 흡혈충이다. 즉 남의 피를 빨아먹고 생명을 유지하는 해충에 속한다. 문재앙을 이런 모기 문으로 표기하는 이유와.. 또 “ 대장 “ 이란걸로 표현 하는 것을 봐서 기생충들의 우두머리 해충임을 은연중에 밝히고 있는 것이다, 또 그다음으로 “…통기通奇. “ 하다라는 뜻은?
“ 이상한것에 통했다는 뜻이다.
奇 : 기특할 , 의지할
1. 기특하다(奇特--)2. 기이하다(奇異--)3. 괴상하다(怪常--)4. 새롭다5. 불우하다(不遇--)6. (운수가)사납다7. 기만하다(欺瞞--)8. 때를 못 만나다
=============
저사람 거동擧動보소 영험靈驗되고 좋은 말은 귀 밖으로 다 버리고 불미지사不美之事 달게 듣고
===>
대깨문들 종특을 그대로 설명하고 있다. 즉 진실과 사실을 귀담아 듣지 않고 저들만의 세계관으로 똘똘 뭉쳐 주위사람들의 충고나 의견들은 무시한다는 뜻이
문장군蚊將軍의 동류同類되니 그 아니 가련可憐한가.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66538,"@눌변 --------
문장군蚊將軍의 동류同類되니 그 아니 가련可憐한가.
====>

그런 대깨문들이 주위 사람들 말을 듣지 않고 문재앙이 지시 하는데로 모두 따라서 이나라를 망치는 데 앞장을 서는 무리가 된다는 뜻이다, 이들이 누구?
대깨문을 비롯한 …이땅에 기 들어온 조선족 짱꼴라들과 가짜유학생( 중공간첩 )한족 . 중공본토 중공당교와 우마오당 개좆 그리고 이런데에 빼놓지 않고 참여하는 전라도 진짜 토착왜구 종자들 이들이 모두 저 죽을짓을 모르고 하고 있으니 애초롭고 어찌 가련하지 않을수 있겠는가 하는것이다


세상사世上事가 이러하니 그 사람의 운수運數련만 우선에 보는 도리 道理 금하자 하니 난감難堪이요 보자 하니 애달愛怛해서 해동가海東歌를 전傳해 주니 많고 많은 저 도유道儒들 서로서로 깨달아서 해동가海東歌를 웃지 말고 흠재훈사欽哉訓辭 하였어라.
===>


이런 자들에게 세상 운수의 흐름과 진실된 모습을 말해줘도 소용이 없다는 것이고, 저들이 스스로 자신들 운명에 따라서 자기길을 가고자 하니 어쩔수 없다는 것이고 나머지 선량한 한민족은 모두 해동가가 가르치는 대로 행동을 해야 한다는 것임


--- 중략 -----
그 또한 그러하나 많고 많은 제군자諸君子는 차서次序없는 이내台乃 노래 또 한 곡조曲調 들어보소. 가련可憐타 세상世上사람 소탐대실 小貪大失 저 웬일인고. 그 이치理致 괴이怪異하고 怪異하다 남의허물 지어내어 험담으로 일을 삼는 저 사람들 어찌 그리 애달愛怛한고 저의허물 고치지 않고 남의 험담 무슨 일고 그도 또한 괴이怪異하고 남을 음해陰害 하는 사람 그 또한 어찌하여 그러한고. 허허 세상世上 우습도다. 남을 음해陰害 하자하면 저인들 앙화殃禍 없을 손가. 저도 또한 앙화殃禍있어 자연사지自然死地 들어가니 애달愛怛할세 너희로다. 인심풍속人心風俗 괴이怪異하야 서로서로 음해陰害하니 인물상해人物傷害 가외可畏로다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66539,"@눌변 ---------
어화세상御化世上 사람들아 인심풍속
人心風俗 이러하니 사람마다 깨달아서 남을 원망怨望 하지 말고 내맘부터 닦았어라. 내 맘부터 닦지 않고 장구長久이 원망怨望타가 말래末來에 사사私邪한맘 헛된 욕심慾心 못 이기어 근본根本없는
혐의지심嫌疑之心 무단無端이 사서나서 남을 음해陰害 하려하니그런 천리天理 어디 있나.

===>
문재앙을 추종하는 대깨문들이 문재앙이 지시 하는데로 소탐대실 즉, 중공 당교 우마오당 개진핑의 뜻대로 따른다는 뜻이다 즉, 권력과 돈을주니 그걸 받아먹고 나라를 망치고... 중공 짱꼴라들을 불러 들이고 있는 소탐대실 의 어리섞은 짓을 골라서 하고,. 이를 지적하면 그런 사람들을 음해 하고 ,원망 하고 .. 상해 하고.. 인심풍속을 저들 맘대로 해서 우리네 좋은 미풍양식을 어지럽히고 있다는 뜻임.
그런 사람들이 어찌 잘 될까.. 저들 스스로 저지런 행악으로 결국 앙화를 불러 들이고 저들도 그 앙화를 받아 멸망 당하고 만다는 뜻이다.

천리이치天理理致 모르고서 개과천선改過遷善 못 하오면 그 앙화殃禍가 제 몸으로 돌아와서
함지사지陷之死地 되느니라. 해몽解夢못한 이것들아 남과 혐의嫌疑 짓지 말고 함지사지陷之死地 구求하지마라 너의 신수身數 생각生覺거든 나의교훈敎訓 傳한말을 부디부디 깨달아서 일심一心으로 사천事天하고 지성至誠으로 수도修道하되 스승 교훈敎訓 거울하고 궁을기리弓乙其理 깨닫거든 서해광덕西海廣德 청룡사靑龍寺를 찾아가서 월경대사月鏡大師 만나거든 월경대사月鏡大師 지휘指揮따라 성심誠心대로 천궁시주天宮施主 많이 하면 소원성취所願成就 할 테오니 많고 많은 저 사람들 부디부디 찾아보소.

===>
결국 저런 문재앙을 추종하는 대깨문들은 개과천선을 하지 않으면 그 모든 죄를 자신이 모두 받아야 하는 벌을 받게 되니.. 이뜻을 간과 하고 무시하지 말고 부디 부디 스스로 행동가짐을 되 살피고 자신의 행동을 돌이켜 살펴서 죄를 짓지 말아야 한다는 뜻이다,


--- 하략 ---",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66540,"@눌변 ===

이런 동학가사들이 무려 380 여개가 1930년대에 한꺼번에 출현하여 현재에 당면하고 있는 세상에 대해 우리 서민들에게 알려주고 있으니 .. 어리섞은 국민들의 사표가 되고 있으니 부디부디 동학가사의 뜻대로 따라 주기 학수고대 마지 않는다.


끝으로 현재 문재앙의 추종하는 세력들이 누구인지 다음을 살펴보자


---------

조선족들이 물고빨고 있는게 바로 문재앙이지? 문재앙을 자신들 동포로 여기고 있지 그런데 한국인들은 지금에 와서야 문재앙이 너무도 이상해서 의심을 하고 있다가 서서히 아래 기사 처럼 바로 문재앙이 조선족 혈통이란 걸 알아가고 있지


.
중공에서 문재앙을 어떻게 보고 있는지 실제.. 문재앙 가계는 조선족들 가계였다. 해방후, 북한으로 건너 온거임.. 이래도 한국인이냐? 내가 하도 저 문재앙 새끼가 한 "" 페스카마 호 좆족 살인난동"" 에 변론 했던것, 현재 한국 대통령으로서 도저히 상식선에서 이해가 안되던것이.. 저걸 보니 딱 바로 알아지더군.. .저새끼는 진짜 조선족이고, 개진핑이와 전혀 다르지 않는 짱꼴라 이란것... .
.
.

문재앙은 조선족으로 중공에 표기
https://news.joins.com/article/23213170",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66541,야수의 심정으로 적폐의 심장을,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66542,"외신에 떠야 하는데

트럼프가 의회 들어갈때 권총 경호 대동했으면 난리났겠지?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66543,저번에 구두 엿나 누군가 던져서 물론 문재인 바로 앞에 떨어진건 아니지만 아무튼 이후로 신발 던지는 새끼 바로 권총으로 벌집 만들려고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66544,박정희는?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66545,링크,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66546,지가 한짓을 생각하니까 지가 생각해도 모가지 따일지 모른다고 생각했겠지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66547,나라 개씹창내서 암살 당할수 있다는 생각을 스스로 하는것임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66548,도둑이 제발저리지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66549,이제 총맞을까봐 무서운거지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66550,신발 던질까 걱정되쟎아. 신발폭탄일 수도 있고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66551,쪼는거 보소,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66552,"앞으로우리가인용해야하는문구를말해주겠다
명심하고대대손손기억토록하여라

'문재인정권에서 배웠어요 죄송해요'",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66553,@각하묵시록,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66554,@각하묵시록 무슨영화냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66555,겁이 많네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66556,대구새끼들 언제 폭동일으킬지모르니 어쩔수없으셨겠지.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66557,전라도에서도 기관총 경호원새끼 나타남?ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66558,아니 저게 정상이지 그럼 뭐 vvvip 경호하는데 삼단봉들고 경호하리??,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66559,@유사간첩문재인 국회에서???국회에 총들고가도되냐??,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66560,"@유사간첩문재인 국회도 청와대하고 동급으로 가급 보안시설이라 전혀 저럴필요 없는 데?

특히 본회의장이면 더 철통보안이지",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66561,@유사간첩문재인 국회랑 청와대란 헷갈리는 애들이 많은데 국회는 청와대랑 달리 국회의원들 나와바리야 병신아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66562,"@마요찡 그래서 어쩌라고 경호에 나와바리 뭐시고가 있냐
쟤들도 규정대로 하는건데 ㅉㅉ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66563,"맞은놈은 두다리 뻣고 자도
때린놈은 불안에 떨며 잔다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66564,국민들한테 미움받는걸 아는거지 빨갱이 고정간첩새끼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66565,당연하지 적국안에서 하는데 어휴 바봉,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66566,경호원이 총도 안가지고다니나?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66567,"칼빵 기억 안나냐? 박근혜, 주미 대사관
조심할만 하지",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66568,뒤질까봐 존나 사리네 개좆밥씹새끼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66569,십새끼 좆나게 나쁜짓 하고 있는 건 아네 개새끼가 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66570,박근혜처럼 누가 칼 들고 덤비면 걔 경호원이 쏴 죽여도 무죄임?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66571,@품목별예산제도 ㅇㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66572,@매직이다십새야 볼만 그었으면? 그래도 쏘면 무죄야?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66573,@품목별예산제도 흉기 보이면 쏴도 됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66574,@매직이다십새야 과잉대응이란 소리는 안 나올까? 볼 그은 걸로 바로 가슴에 총을 너댓 발 쏴버리면 좀 그렇잖아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66575,@품목별예산제도 경호원은 경찰이 아님,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66576,@매직이다십새야 아하!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66577,저쪽 정보라인에 암살이나 뭐 그런 소스를 포착했겠지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66578,내가 경호원이었으면.... 절호의 챤스이자 기회인데.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66579,왜 이 나라에는 각시탈이 없을까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66580,@김정숙나팔관샤브샤브 자기네 식구들로 꾸렸으니까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66581,지은 죄가 많아서 찔린다능,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66582,"수천번을 강조해도 부족하지 않은 말
대한민국의 안정과 세계의 평화를 위하여 지나(支那)바퀴벌레+홍어는 몰살이 답이다.


치매 재앙의 하루 일과와 '한번도 경험해보지 못한 나라'에 대한 민심!
https://www.ilbe.com/view/11299554791",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66583,@홍어몰살 저짤 원래 뭐임?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66584,@러브히나 고사포 처형,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66585,@러브히나 홍어혈통 정은이새끼 등장하고 주변 인물들 처형하던 짤에 누군가 치매 재앙이놈으로 합성해논 짤이다.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66586,내년쯤 되면 기관총든 군인들이 호위할거같네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66587,대통령 경호원이 총가지고있는것이 당연하다 생각드는데 지금까지 그래온거 아님??,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66588,@잘살아보자15 굳이 국회들어거는데 총가진 경호원 8명 대동할필요거있냔말이지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66589,"@잘살아보자15 내가 알기로는 국회에는 경호원들도 못들어간다 하는데
이새끼는 총까지 들고감 ㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66590,소총도 아닌데뭘 ㅋ 머구 갈때는 소총도 들고 갔는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66591,권총이 문씹새 경호라도 당연하게 필요하지 어떤 위급 상황이 발생할지 모르는데 갑자기 소형기관총으로 무장한 소대 단위의 북괴 특수부대가 국회 점령하면 테이저건하고 삼단봉 들고 싸울래?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66592,"이건 좌고 우를 떠나서 경호원이면 권총은 소지해야된다 봄

국개의원 븅신들",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
66593,문재인 탄핵하자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
